arm,task,init_idx,env_seed,lane,pin_id,layout,style,success,root,task_uid,journal,journal_line
warmreset_t0.2,OpenStandMixerHead,26,2000026,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:26,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,277
warmreset_t0.2,OpenStandMixerHead,27,2000027,main,,1,1,0,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:27,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,278
warmreset_t0.2,OpenStandMixerHead,28,2000028,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:28,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,279
warmreset_t0.2,OpenStandMixerHead,29,2000029,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:29,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,280
warmreset_t0.2,OpenStandMixerHead,30,2000030,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:30,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,281
warmreset_t0.2,OpenStandMixerHead,31,2000031,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:31,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,282
warmreset_t0.2,OpenStandMixerHead,32,2000032,main,,1,1,0,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:32,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,283
warmreset_t0.2,OpenStandMixerHead,33,2000033,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:33,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,284
warmreset_t0.2,OpenStandMixerHead,34,2000034,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:34,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,285
warmreset_t0.2,OpenStandMixerHead,35,2000035,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:35,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,286
warmreset_t0.2,OpenStandMixerHead,36,2000036,main,,1,1,0,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:36,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,287
warmreset_t0.2,OpenStandMixerHead,37,2000037,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:37,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,288
warmreset_t0.2,OpenStandMixerHead,38,2000038,main,,1,1,0,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:38,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,289
warmreset_t0.2,OpenStandMixerHead,39,2000039,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:39,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,290
warmreset_t0.2,OpenStandMixerHead,40,2000040,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:40,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,291
warmreset_t0.2,OpenStandMixerHead,41,2000041,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:41,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,292
warmreset_t0.2,OpenStandMixerHead,42,2000042,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:42,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,293
warmreset_t0.2,OpenStandMixerHead,43,2000043,main,,1,1,0,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:43,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,294
warmreset_t0.2,OpenStandMixerHead,44,2000044,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:44,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,295
warmreset_t0.2,OpenStandMixerHead,45,2000045,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:45,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,296
warmreset_t0.2,OpenStandMixerHead,46,2000046,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:46,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,297
warmreset_t0.2,OpenStandMixerHead,47,2000047,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:47,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,298
warmreset_t0.2,OpenStandMixerHead,48,2000048,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:48,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,299
warmreset_t0.2,OpenStandMixerHead,49,2000049,main,,1,1,1,rc_macro13,sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05__OpenStandMixerHead:eval:5:49,exp/step_diag/data/rc_macro13/pi05/warmreset_t0.2/journal_sdiag-warmreset_t0.2-main-7536d87d2dcc__l1s1_pi05.jsonl,300
resetfinal_t0.2,OpenStandMixerHead,0,2000000,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:0,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,1
resetfinal_t0.2,OpenStandMixerHead,1,2000001,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:1,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,3
resetfinal_t0.2,OpenStandMixerHead,2,2000002,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:2,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,6
resetfinal_t0.2,OpenStandMixerHead,3,2000003,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:3,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,9
resetfinal_t0.2,OpenStandMixerHead,4,2000004,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:4,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,13
resetfinal_t0.2,OpenStandMixerHead,5,2000005,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:5,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,15
resetfinal_t0.2,OpenStandMixerHead,6,2000006,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:6,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,19
resetfinal_t0.2,OpenStandMixerHead,7,2000007,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:7,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,20
resetfinal_t0.2,OpenStandMixerHead,8,2000008,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:8,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,23
resetfinal_t0.2,OpenStandMixerHead,9,2000009,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:9,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,26
resetfinal_t0.2,OpenStandMixerHead,10,2000010,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:10,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,28
resetfinal_t0.2,OpenStandMixerHead,11,2000011,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:11,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,29
resetfinal_t0.2,OpenStandMixerHead,12,2000012,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:12,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,34
resetfinal_t0.2,OpenStandMixerHead,13,2000013,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:13,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,37
resetfinal_t0.2,OpenStandMixerHead,14,2000014,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:14,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,38
resetfinal_t0.2,OpenStandMixerHead,15,2000015,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:15,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,39
resetfinal_t0.2,OpenStandMixerHead,16,2000016,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:16,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,41
resetfinal_t0.2,OpenStandMixerHead,17,2000017,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:17,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,43
resetfinal_t0.2,OpenStandMixerHead,18,2000018,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:18,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,47
resetfinal_t0.2,OpenStandMixerHead,19,2000019,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:19,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,49
resetfinal_t0.2,OpenStandMixerHead,20,2000020,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:20,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,50
resetfinal_t0.2,OpenStandMixerHead,21,2000021,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:21,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,51
resetfinal_t0.2,OpenStandMixerHead,22,2000022,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:22,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,54
resetfinal_t0.2,OpenStandMixerHead,23,2000023,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:23,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,57
resetfinal_t0.2,OpenStandMixerHead,24,2000024,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:24,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,60
resetfinal_t0.2,OpenStandMixerHead,25,2000025,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:25,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,61
resetfinal_t0.2,OpenStandMixerHead,26,2000026,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:26,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,63
resetfinal_t0.2,OpenStandMixerHead,27,2000027,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:27,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,64
resetfinal_t0.2,OpenStandMixerHead,28,2000028,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:28,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,68
resetfinal_t0.2,OpenStandMixerHead,29,2000029,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:29,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,69
resetfinal_t0.2,OpenStandMixerHead,30,2000030,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:30,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,70
resetfinal_t0.2,OpenStandMixerHead,31,2000031,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:31,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,72
resetfinal_t0.2,OpenStandMixerHead,32,2000032,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:32,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,75
resetfinal_t0.2,OpenStandMixerHead,33,2000033,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:33,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,77
resetfinal_t0.2,OpenStandMixerHead,34,2000034,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:34,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,78
resetfinal_t0.2,OpenStandMixerHead,35,2000035,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:35,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,82
resetfinal_t0.2,OpenStandMixerHead,36,2000036,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:36,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,84
resetfinal_t0.2,OpenStandMixerHead,37,2000037,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:37,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,86
resetfinal_t0.2,OpenStandMixerHead,38,2000038,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:38,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,90
resetfinal_t0.2,OpenStandMixerHead,39,2000039,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:39,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,91
resetfinal_t0.2,OpenStandMixerHead,40,2000040,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:40,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,92
resetfinal_t0.2,OpenStandMixerHead,41,2000041,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:41,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,95
resetfinal_t0.2,OpenStandMixerHead,42,2000042,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:42,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,96
resetfinal_t0.2,OpenStandMixerHead,43,2000043,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:43,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,100
resetfinal_t0.2,OpenStandMixerHead,44,2000044,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:44,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,103
resetfinal_t0.2,OpenStandMixerHead,45,2000045,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:45,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,105
resetfinal_t0.2,OpenStandMixerHead,46,2000046,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:46,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,108
resetfinal_t0.2,OpenStandMixerHead,47,2000047,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:47,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,110
resetfinal_t0.2,OpenStandMixerHead,48,2000048,main,,1,1,0,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:48,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,114
resetfinal_t0.2,OpenStandMixerHead,49,2000049,main,,1,1,1,rc_macro13,sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05__OpenStandMixerHead:eval:5:49,exp/step_diag/data/rc_macro13/pi05/resetfinal_t0.2/journal_sdiag-resetfinal_t0.2-main-8685a84a4eff__l1s1_pi05.jsonl,115
warmshoot_t0.2,OpenStandMixerHead,0,2000000,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__OpenStandMixerHead:eval:5:0,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,196
warmshoot_t0.2,OpenStandMixerHead,1,2000001,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__OpenStandMixerHead:eval:5:1,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,199
warmshoot_t0.2,OpenStandMixerHead,2,2000002,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__OpenStandMixerHead:eval:5:2,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,200
warmshoot_t0.2,OpenStandMixerHead,3,2000003,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__OpenStandMixerHead:eval:5:3,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,203
warmshoot_t0.2,OpenStandMixerHead,4,2000004,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__OpenStandMixerHead:eval:5:4,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,204
